id,LR,RF,KRN,GBR,ETR,Ridge,cb,Ada,GCN_canonical_ESOL,GCN_attentivefp_ESOL,GAT_canonical_ESOL,GAT_attentivefp_ESOL,Weave_canonical_ESOL,Weave_attentivefp_ESOL,MPNN_canonical_ESOL,MPNN_attentivefp_ESOL,AttentiveFP_canonical_ESOL,AttentiveFP_attentivefp_ESOL,gin_supervised_contextpred_ESOL,gin_supervised_infomax_ESOL,gin_supervised_edgepred_ESOL,gin_supervised_masking_ESOL,label
273,-3.791268051,-2.189871669,-2.4564002,-2.430918479,-3.040910022,-3.735168349,-2.49220947,-2.806342099,-2.0085354,-2.1740038,-3.5582929,-4.1177173,-1.8081735,-2.6393309,-2.4151177,-2.5737526,-2.5511143,-2.5722184,-2.479636,-2.678183,-1.6029907,-1.8863802,-2.016
274,-5.436435846,-4.955620029,-3.9526,-5.203920255,-5.170399942,-5.326331026,-4.751815964,-3.071567353,-3.947717,-3.7159538,-3.956685,-3.1553302,-3.0187945,-3.706592,-3.9318757,-4.5484257,-3.3574061,-3.2989514,-2.8712523,-3.1651673,-3.0310593,-3.4121716,-4.04
275,-5.146552607,-3.894640002,-5.3226,-3.962758704,-3.685750022,-5.094374804,-4.245184462,-5.103438114,-4.133521,-3.377616,-4.8402324,-5.237877,-5.278922,-4.2281036,-5.077974,-5.1284666,-4.6668444,-4.325829,-4.064121,-4.447775,-5.8423223,-4.499889,-4.55
276,-0.133340453,0.323639997,0.698,-0.5982577,0.666699989,-0.09238576,0.650985361,-1.927932389,0.37265402,-0.39162022,1.0183719,-1.3149974,0.59312874,2.1368167,0.7261643,0.2597667,0.3853352,0.79081416,-0.35168707,0.5086614,1.1482404,0.72076523,1.09
277,-1.776403639,-1.872000025,-2.15,-1.863683342,-1.466800019,-1.756402442,-1.277681946,-2.733843968,-0.2804836,-0.6512808,-1.8574935,-1.9175059,-0.18107666,-1.0114882,-0.34293997,-1.0992664,-0.86580324,-0.60238457,-0.53863704,-0.60473144,-1.1187747,-1.1340238,-0.6
278,-2.515486318,-2.113760019,-1.362,-2.002962261,-1.756199996,-2.519049005,-1.729403128,-2.604609263,-1.6785266,-1.3476808,-1.928859,-3.1863065,-1.1393834,-1.887119,-1.1958454,-1.8261065,-1.3108069,-1.4139667,-2.0907013,-1.8771652,-2.049374,-1.4726132,-1.48
279,-2.714195138,-2.315369993,-2.382,-1.925455962,-1.703200008,-2.703656292,-2.589447721,-1.909532624,-3.0235424,-2.7619061,-4.323597,-3.1987033,-2.676931,-3.3350706,-2.7661,-3.023852,-2.640316,-2.498445,-2.3562815,-2.9600637,-2.876062,-2.1743195,-2.09
280,-1.584280827,-1.750209986,-1.0539999,-2.589702609,-0.895539982,-1.570022944,-2.232981859,-2.604609263,-0.9362683,-1.0249271,-2.4807715,-2.0305033,-0.64271003,-0.95032907,-1.0053831,-0.8481914,-1.148835,-0.6038904,-1.4301466,-0.9309712,-1.4115487,-2.0576818,-1.82
281,-2.153806825,-2.540739983,-2.0440001,-2.14991024,-3.130599916,-2.181071232,-2.06369938,-2.604609263,-2.3168702,-1.8631659,-2.5952358,-1.4098256,-1.9418377,-2.559839,-2.34188,-2.5736804,-2.2864838,-2.041462,-1.7342021,-2.141857,-2.742093,-2.2395103,-2.33
282,-2.410004359,-2.140391672,-1.6415999,-2.337378171,-2.321210035,-2.325453803,-1.933142192,-2.37695114,-2.8159604,-2.3983555,-2.9938664,-4.3334084,-1.793551,-2.1462128,-2.3042626,-2.0356605,-2.276711,-2.3904073,-2.346567,-2.5940197,-1.5634118,-2.059651,-2.766
283,-0.728336635,-2.712039981,-2.7280002,-2.285361736,-3.27639997,-0.828559696,-1.934921777,-2.880341029,-2.6940355,-2.3613539,-4.071614,-3.1905227,-2.9228036,-2.930333,-3.2262492,-3.596101,-3.4656253,-3.140966,-3.0022314,-3.189213,-3.4847593,-3.0250154,-3.21
284,-5.061787779,-3.202571336,-4.2604,-4.244372577,-2.730000019,-5.030551898,-3.764570076,-4.883628202,-3.7485144,-2.7315729,-4.5862823,-4.134378,-3.6283212,-2.8975766,-3.554614,-4.393792,-4.4172716,-3.9468088,-4.2314024,-3.7125466,-2.229754,-4.1755233,-4
285,-1.528153962,-2.002735001,-1.9257997,-2.237038804,-1.636559987,-1.558971448,-1.529249466,-2.733843968,-2.0403492,-1.5603697,-3.191033,-3.0718083,-1.5980892,-1.6009607,-2.0844254,-1.9060714,-1.6488606,-1.8350012,-1.7778635,-1.7381978,-1.1664661,-1.2574712,-2.4
286,-3.63080497,-3.177089963,-2.936,-3.190894788,-3.502239971,-3.618818169,-3.362191838,-3.477411892,-3.8029964,-3.389184,-5.0036254,-4.5273633,-4.718727,-4.322358,-4.542599,-4.95991,-4.5921955,-4.483364,-4.7942624,-4.257162,-3.4807951,-4.0486264,-4.62
287,-2.965674991,-1.405829971,-0.946,-1.998811047,-1.563199974,-2.83524632,-1.82076926,-2.37695114,-2.3781524,-1.6648612,-1.8379796,-3.7423968,-1.6888647,-2.2976708,-1.6172545,-2.9586012,-1.6327693,-1.8079065,-2.546628,-2.3126924,-2.3602297,-1.6715583,-1.74
288,-2.20533588,-4.568769892,-4.4364004,-3.420950035,-7.145399895,-2.274879597,-4.056665794,-2.733843968,-4.126387,-3.2194183,-5.3013053,-4.4495068,-4.553741,-5.3468986,-4.7366023,-4.7953167,-3.967294,-3.674015,-3.2417228,-3.1977403,-4.403176,-4.468414,-5.153
289,-5.913836239,-5.350256712,-6.5334,-5.606898264,-6.665600176,-5.870470846,-6.046318764,-4.666176348,-4.901292,-4.224394,-5.8066926,-5.89729,-6.3776693,-5.300261,-6.3944097,-5.821643,-5.8652897,-5.5853114,-5.092435,-5.5395904,-6.523695,-5.5613623,-5.84
290,-4.938742956,-5.107216118,-4.6656,-4.827731157,-5.631324911,-4.91308026,-5.121901379,-4.313000049,-3.591751,-3.148897,-5.7081494,-4.558424,-4.9127674,-4.344529,-4.3666673,-4.003581,-4.3311505,-4.096449,-3.5461767,-4.012066,-2.5010717,-4.4992275,-4.4
291,-2.816036608,-4.161420064,-3.1700003,-4.54374761,-11.60000038,-2.940570034,-3.901949619,-4.772531264,-4.001054,-2.8601642,-5.6372266,-4.6294446,-3.778772,-4.165315,-3.653944,-3.7286634,-4.1020355,-3.3198442,-3.747087,-3.5063317,-4.1227927,-3.4553201,-4.02
292,-2.537484958,-2.644105487,-4.8244004,-2.403023405,-3.400433374,-2.400532878,-2.115712503,-3.855400078,-0.6444557,-1.5387568,-4.2902703,-2.1708555,-0.7382784,-1.5696774,-0.89322984,-1.6415278,-1.3901526,-1.6204827,-1.8402328,-1.7616843,-1.3397889,-1.0282571,0.523
293,-2.509120823,-3.743329991,-1.517,-4.232350984,-2.725299963,-2.623389215,-4.173889714,-4.313000049,-3.5734046,-2.9110308,-5.218768,-4.9775515,-4.8695054,-4.8216324,-4.3854833,-4.52208,-3.7536774,-3.9275124,-3.173769,-3.727534,-3.4854162,-3.8237052,-5.282
294,-5.438122396,-4.250860033,-2.1060002,-4.421912242,-3.602500026,-5.349847721,-4.548075209,-4.173306685,-4.346155,-4.0467196,-6.239476,-6.1195087,-2.5815692,-3.7999673,-3.3518143,-3.3317254,-3.9202082,-3.7246547,-3.1626797,-3.8798072,-2.416691,-3.127401,-4.576
295,-1.880948547,-2.84838,-2.2020001,-2.81582447,-1.951400046,-1.938068264,-3.062370578,-3.649998367,-2.5381014,-1.9867141,-2.5663693,-1.6464592,-1.8415592,-2.3901927,-2.390441,-2.510401,-2.326378,-2.0572867,-1.9987901,-2.1093593,-2.3713152,-2.5389712,-2.41
296,-5.061787779,-3.202571336,-4.2604,-4.244372577,-2.730000019,-5.030551898,-3.764570076,-4.883628202,-3.2836292,-2.3478227,-4.0227213,-3.7411065,-3.0342617,-2.507843,-3.0471454,-3.6265218,-3.7758942,-3.1970253,-3.6571343,-3.210621,-2.161647,-3.7803233,-3.12
297,-7.073828793,-7.167400069,-7.686,-7.484070067,-8.048800173,-6.99939529,-7.650633823,-6.686274303,-8.473169,-6.4573145,-10.51367,-9.3066435,-8.273443,-9.137795,-8.809027,-8.214999,-8.534821,-8.044779,-8.92957,-9.963439,-6.9928403,-9.089368,-9.16
298,-1.320597004,0.097900016,0.032000016,-0.729488244,0.790000021,-1.331917862,1.05695796,-1.965139647,0.19049548,-1.4503835,0.6128409,-2.5671744,-0.36206537,4.4162316,-1.247087,-0.6921264,0.26732445,0.71760225,-1.3201226,0.45336992,-1.576371,-0.42009354,-0.41
299,-3.702024583,-6.224993956,-7.1304,-4.237956351,-6.288857085,-3.682977231,-4.774585654,-4.883628202,-8.1900425,-8.096772,-12.285056,-11.607031,-7.4381967,-9.774858,-8.527253,-7.9314528,-9.72629,-8.436493,-12.748878,-13.415845,-2.5925972,-6.008261,-8.334
300,-3.411130188,-4.162439932,-4.7125998,-3.354276808,-3.074000041,-3.379524034,-4.085354901,-2.806342099,-3.1966727,-2.6036966,-4.888248,-3.617086,-3.3135977,-4.349956,-3.3587499,-3.9736798,-3.3349307,-3.1575463,-2.5542843,-2.8849583,-4.1921144,-3.1073906,-3.324
301,-2.438786689,-2.07405997,-1.6980002,-2.627487411,-1.409999967,-2.453166992,-2.796288998,-2.257621317,-1.8100529,-1.3049986,-1.2179499,-3.1900158,-1.1846285,-1.3594596,-1.0806231,-1.6196898,-1.2392416,-1.0431422,-1.9718953,-1.4368705,-1.8856369,-1.6410868,-1.29
302,-3.142090504,-2.345790023,-1.9988,-2.680504337,-3.099180093,-3.106027183,-2.445184518,-3.700112506,-1.5000353,-1.6035748,-2.6962,-3.3060021,-0.87212545,-1.140334,-1.336072,-1.3750793,-1.4971673,-0.86805534,-1.2050849,-1.4335225,-2.3564813,-0.9360912,-1.34
303,-4.689654455,-3.978389973,-2.956,-3.396713666,-5.679999828,-4.636816856,-3.9873995,-3.700112506,-4.800917,-4.3802495,-4.9898677,-5.062713,-5.1613073,-6.0373116,-5.5348287,-5.93355,-5.221637,-4.8072224,-5.5728683,-6.034261,-3.851426,-6.801228,-6.49
304,-2.598632359,-1.295479988,-0.754,-1.919710039,-1.337200013,-2.570363269,-1.67113118,-2.37695114,-3.850135,-3.245699,-3.504815,-5.133919,-4.1414137,-4.618182,-4.6261563,-4.425894,-4.315957,-4.108338,-4.412565,-5.235716,-3.6000311,-3.8055449,-4.64
305,-7.366749701,-4.520159938,-2.3059998,-4.153920656,-9.120199823,-7.228055409,-4.494001962,-3.477411892,-4.226713,-4.198522,-5.034264,-4.8862333,-4.4564056,-4.6959896,-4.311626,-5.131083,-4.7311993,-4.398331,-3.047387,-4.8676972,-3.3360503,-4.359737,-4.194
306,-4.055194402,-4.13387005,-5.08,-4.10211582,-3.047799954,-4.06749616,-4.575425388,-4.666176348,-3.438823,-2.640354,-4.9413295,-4.375415,-4.302913,-3.5129066,-3.9983306,-3.9808204,-4.1089315,-3.4975178,-3.6562011,-3.9422736,-4.6991243,-3.9478972,-4
307,-2.73131262,-2.44560001,-1.692,-2.328611679,-2,-2.660159087,-2.339020979,-2.37695114,-1.9300579,-1.510335,-2.5265036,-3.7893462,-1.9824032,-1.9497199,-2.383499,-2.6920974,-2.1534195,-1.6696279,-2.0191033,-1.9751936,-2.3211486,-2.3129914,-2.31
308,-3.277599588,-4.093300009,-3.2,-3.482337325,-2.798279986,-3.340356567,-3.961383671,-3.629782625,-3.1026468,-2.295459,-3.7357774,-2.97725,-3.2481709,-3.3942206,-3.3977056,-3.621575,-3.302394,-3.027721,-2.829199,-3.6905851,-3.8695912,-3.374029,-3.2
309,-2.401487267,-3.346166673,-3.096,-1.802600153,0.068300004,-2.389235827,-2.891712975,-1.965139647,-1.6701245,-1.4995892,-2.4422846,-2.822235,-0.47222826,-2.1186492,-0.6861757,-1.1632957,-1.8839824,-1.79917,-1.2066066,-1.8221477,-1.6937233,-1.3677804,-1.29
310,-2.931903129,-4.042379974,-4.4942,-3.728503929,-3.690000057,-2.995168187,-3.971583201,-2.411405893,-3.3681343,-2.8330169,-5.1567326,-4.8839607,-4.500499,-4.757907,-4.110334,-4.1222553,-4.386859,-4.0167785,-3.8620975,-3.5517404,-3.3075585,-3.5954592,-3.999
311,-2.198719956,-2.746589947,-1.9026,-2.676366462,-4.785919876,-2.164695038,-2.775695726,-3.071567353,-2.2283854,-1.9994941,-3.354095,-2.701013,-2.6174855,-2.3446827,-2.3073246,-3.2272336,-2.2180433,-1.9120431,-1.7399516,-2.2418804,-2.761318,-2.7390368,-2.17
312,-3.949630077,-1.828546656,-2.6419997,-2.373242779,-2.396599948,-3.789687815,-2.31351957,-2.37695114,-3.6947014,-3.013637,-4.0501924,-4.917858,-2.6004643,-2.6718035,-3.7733808,-3.8225524,-4.4154015,-4.5886407,-3.5896978,-3.82608,-2.8128755,-3.9378116,-4.47
313,-4.239789411,-4.626212985,-4.8348,-3.567647955,-2.177550054,-4.342636931,-3.82834308,-3.700112506,-3.3718107,-2.3486195,-4.266063,-2.82681,-2.7338006,-4.043076,-3.0936441,-3.1555285,-2.6837971,-2.2821882,-1.9961287,-2.4921315,-4.2921596,-2.216027,-2.68
314,-1.874220174,-2.701650033,-1.268,-2.280799554,-4.360000134,-1.886466046,-1.702428225,-2.006265846,-0.66649866,-0.6045407,-1.8541001,-1.4837693,-1.0458988,-0.9658495,-0.33933818,-0.9976603,-0.63448644,-0.30888796,-0.08672048,-0.7274838,-0.6719586,0.0434495,-0.24
315,-3.05832848,-2.721989995,-2.5560002,-3.153412898,-3.067680018,-3.02759522,-3.059200934,-4.173306685,-2.839761,-1.8479981,-3.4893727,-2.0320003,-3.0363078,-2.9260774,-3.5243053,-3.825045,-3.3632581,-2.967061,-2.8761196,-2.7463207,-3.0984411,-3.3213565,-3.13
316,-3.216479803,-3.959511558,-4.9639997,-3.11885692,-3.964444439,-3.185191629,-3.805118103,-4.806230207,-4.922005,-4.3565507,-7.1168456,-6.3943276,-6.0989313,-5.3446326,-5.5972657,-6.1065817,-6.687525,-5.9436226,-6.2607737,-6.849354,-2.038846,-4.469908,-7
317,-2.257623914,-2.376480001,-2.9598,-2.482081634,-1.570640011,-2.117198552,-2.159620563,-3.136483179,-1.8570539,-1.399913,-2.2444425,-2.0085933,-0.89390993,-0.92734325,-1.6684792,-0.97782755,-1.5394533,-1.4898356,-1.0227888,-0.49258786,-0.32817265,-2.1013622,-1.488
318,-3.645686203,-2.01504,-1.885,-2.567661814,-3.329430034,-3.540372205,-3.256999897,-2.604609263,-3.1345336,-1.3090212,-2.5197034,-2.7352843,-1.0567957,-1.7816122,-2.297268,-1.5489355,-1.4951752,-2.3235211,-1.3510593,-0.67428523,-0.3980773,-1.5965705,-2.12
319,-7.902216259,-7.242400117,-6.8919997,-6.811195192,-8.583200397,-7.810117806,-7.329132719,-6.357758588,-6.464836,-5.0742245,-8.248804,-7.618428,-7.7280393,-7.048428,-7.4418473,-7.6017847,-7.601595,-6.7708063,-6.9925246,-7.902796,-6.4035707,-7.2809577,-7.21
320,-2.266534486,-3.729010031,-0.98,-4.24421877,-2.439599943,-2.335146721,-3.773893443,-3.071567353,-3.7603261,-2.8149786,-4.650358,-4.0632343,-3.3987267,-3.980673,-3.4233885,-3.922052,-3.6566093,-3.224152,-2.2974925,-2.2458537,-2.9068866,-2.8606784,-2.596
321,-6.88532456,-6.348230025,-7.9586,-7.12338471,-3.609250011,-6.913218186,-7.195409189,-4.450700542,-6.758437,-5.9112015,-7.352992,-7.9637966,-8.281646,-7.657719,-8.201444,-7.979884,-7.6100864,-7.123569,-8.601433,-7.7112966,-8.492524,-8.606728,-8.23
322,-2.677078766,-2.390739997,-2.3667998,-2.713307926,-1.81700002,-2.62396536,-2.597878203,-2.006265846,-3.3693168,-2.3879042,-3.7166195,-4.1199665,-3.6224706,-3.83417,-3.805049,-3.8846862,-3.403483,-3.103713,-3.3502235,-2.805395,-3.1124518,-2.9125304,-3.15
323,-2.603848585,-2.186250023,-2.1792,-1.899634929,-2.322000027,-2.529586906,-2.325162211,-2.880341029,-2.6144247,-2.3303158,-4.051598,-3.9010916,-2.110977,-2.7720478,-2.4198565,-2.5116956,-2.6367803,-2.54225,-2.1075451,-2.83474,-2.1622694,-2.4012423,-2.322
324,-7.369777211,-6.243240061,-6.6099997,-5.876933496,-7.762300143,-7.258617882,-6.010369223,-4.851389597,-5.491299,-4.324366,-6.690086,-6.367668,-6.7616444,-5.655517,-6.4028163,-6.4969616,-6.473737,-5.465401,-5.420067,-6.4635334,-5.8254814,-6.4114823,-6.29
325,-3.845960205,-4.842039998,-3.8367996,-3.70833414,-7.105999913,-3.802452546,-3.629798778,-2.431055361,-3.4440506,-2.54241,-3.504424,-3.8597612,-3.0011368,-3.4080522,-3.2998755,-3.7996073,-2.755484,-2.6899114,-3.0740213,-3.5659103,-2.9739616,-3.0671382,-3.536
326,-1.578148688,-4.439174998,0.82799995,-3.844048002,-5.578880029,-1.787267972,-3.420919176,-3.072297763,-2.5305812,-2.4987767,-4.7642317,-4.3788304,-2.9838157,-3.4761603,-1.4497747,-1.7847292,-3.6783972,-3.314478,-1.652263,-2.7245724,-1.8901572,-2.6582673,-1.716
327,-1.097883384,-2.070300013,-1.72,-2.008472185,-3.262300013,-1.169774281,-2.194352815,-2.411405893,-0.56495816,-0.3994867,-2.3432693,-1.5599651,-0.13887389,-1.2548621,-0.3592273,-0.77575827,-0.7131481,-0.9247532,-0.38795844,-1.2533951,-1.0791847,-0.8497414,-1.04
328,-0.429904156,-1.489849992,-1.8092,-0.986509116,-3.857119937,-0.502135971,-1.251212635,-2.411405893,-1.2602139,-1.484077,-2.6946192,-1.7925466,-1.3173991,-1.6892257,-1.5662804,-1.8475481,-1.5351175,-1.3686181,-1.2973667,-1.4944719,-1.0525424,-2.0695262,-1.75
329,-3.397880045,-3.246340014,-2.4192002,-3.289317428,-2.861720033,-3.330183715,-2.430730313,-2.604609263,-3.4023125,-3.438129,-3.3743305,-3.235299,-2.682231,-3.715379,-3.2094643,-3.8190815,-3.0043678,-3.1057463,-2.7275028,-3.4157069,-2.964813,-2.5536265,-3.22
330,-6.141242196,-3.940309977,-3.1600003,-4.391355209,-5.257300012,-6.142092688,-4.078429734,-3.579534258,-3.9031465,-4.2942023,-4.9982266,-5.3968573,-3.5870574,-4.6448503,-3.2994895,-3.9689405,-4.673794,-4.368638,-3.705317,-4.4281883,-2.9735606,-4.13954,-4.2
331,-2.27369442,-3.01614342,-1.89,-2.053962567,-3.3950001,-2.274739983,-2.709633501,-2.257621317,-3.254205,-2.6035972,-4.5177035,-3.7050395,-2.509307,-2.4369783,-2.930356,-3.00436,-3.9029155,-4.18822,-3.215443,-3.6637259,-2.7065032,-6.3084655,-3.51
332,-0.680840397,-0.700970007,-0.75600004,-1.082255931,-1.211300008,-0.685943154,-0.33986787,-2.37695114,-0.9610062,-0.40701863,-0.96111166,-1.1441648,-0.64638776,-0.58785844,-0.05675544,-0.746979,-0.21144128,-0.009184599,-0.4917394,-0.40136218,-0.3291466,-0.27580568,-0.49
333,-2.330379662,-2.092583328,-2.4839997,-2.723493804,-2.757599943,-2.343521979,-2.970274335,-2.880341029,-3.2566788,-2.807942,-4.1492877,-4.1150618,-3.5181882,-3.202959,-3.5663266,-3.9772713,-4.022998,-3.4908555,-3.2253993,-3.8459918,-3.485943,-3.5894523,-3.76
334,-2.384385216,-2.72242998,-2.9380002,-3.840513427,-3.055719973,-2.479573584,-3.200937198,-4.173306685,-1.6249995,-1.2600663,-3.1466074,-2.465258,-1.314648,-2.1773055,-1.4153038,-1.9182988,-1.4379958,-1.5140245,-1.5049198,-1.9053961,-2.9441693,-1.3845553,-1.37
335,-1.206876691,-2.229993339,-2.436,-1.993387046,-2.038699963,-1.290906857,-2.043511516,-2.006265846,-3.2284117,-2.9662285,-3.1839328,-4.721485,-3.7920544,-2.1357017,-3.7069054,-4.358,-4.1743793,-3.907839,-3.5917456,-3.7601006,-2.470417,-4.528779,-4.26
336,-5.65243208,-4.263599994,-4.9712,-3.739955765,-5.333000097,-5.494630842,-3.817088488,-3.649998367,-3.854111,-2.840449,-4.4173503,-3.7774081,-5.0618906,-4.1547675,-5.6533113,-4.894368,-3.447053,-3.1731503,-3.6511123,-3.6866748,-4.6784143,-4.576831,-4.6
337,-1.849233899,-3.414719985,0.059999995,-3.350849446,-0.369780002,-2.043506172,-2.961995249,-4.014994683,-3.361613,-3.232054,-4.8020253,-5.0871277,-3.6671093,-3.2059674,-3.6551075,-3.7585413,-3.3304534,-3.0915935,-2.205712,-3.6228542,-3.4877622,-3.4408906,-3.42
338,-5.220935261,-3.814270004,-3.6579998,-3.958967588,-5.648114901,-5.096823489,-4.350375915,-2.880341029,-3.7484086,-3.0402093,-4.401869,-3.835712,-3.7401037,-3.5299652,-3.1422858,-3.937615,-3.248738,-2.8429763,-2.3031187,-2.7995727,-3.130966,-3.2003052,-3.43
339,-3.433819306,-4.032659968,-5.858,-3.30780821,-5.385050111,-3.341267916,-3.859444958,-3.579534258,-3.5402129,-2.6646316,-4.5431294,-3.5904326,-4.3793116,-4.3924036,-4.760526,-4.043451,-3.43344,-3.1429956,-3.4364834,-3.4696596,-5.2471786,-3.7149508,-3.67
340,-2.959157582,-3.614570023,-3.7954,-3.578016931,-3.462600036,-3.015956377,-3.521975654,-2.411405893,-2.8478754,-2.8420887,-5.5720844,-4.8431244,-3.1252146,-3.3239992,-3.2444224,-3.506853,-3.6521087,-3.5908794,-3.8729217,-2.860692,-2.4129565,-2.9632828,-3.11
341,0.634995402,-0.745920007,-0.25399998,0.091333615,0.458299991,0.565564109,0.581258297,-1.785793056,0.33215928,-0.27060342,0.99510884,-1.1904026,0.7372542,2.1423976,0.56304497,0.33691812,0.43249774,0.7743883,-0.47143734,0.2894742,-0.13930145,0.87495255,0.74
342,-0.987728859,-0.723969989,-0.862,-1.717830892,0.633160002,-1.084576037,-1.085065305,-2.604609263,-0.50894624,-1.0654929,-2.2921567,-2.0222802,-0.6824295,-1.5491385,-0.5749643,-1.0259069,-0.7534802,-0.94933033,-0.6546159,-1.4637835,-1.8037077,-0.35828713,-0.68
343,-6.080546673,-3.93334001,-2.956,-3.961574242,-5.70320003,-6.097479725,-3.959588138,-4.173306685,-3.9055498,-3.709666,-5.8174524,-6.5441675,-4.3085704,-5.083875,-4.2558885,-3.8438942,-4.6474695,-4.237706,-3.2617347,-4.8951774,-4.277694,-3.7354581,-3.586
344,-2.823017249,-3.631010005,-1.6638,-3.057373676,-2.851899973,-2.773949153,-3.618077821,-3.477411892,-4.5680647,-3.9876642,-4.940786,-4.75856,-4.7078996,-5.199523,-3.5379174,-4.327493,-5.2361155,-4.996611,-4.088391,-3.4635289,-2.3931315,-3.9568982,-6.005
345,-2.381342772,-2.69128001,-2.102,-2.439133131,-2.796400042,-2.405063985,-2.571096098,-2.806342099,-2.5940201,-2.3490398,-2.6414194,-2.309422,-2.315825,-2.579079,-2.5469122,-2.6873207,-2.55938,-2.355648,-2.5837824,-2.9012587,-2.5449514,-3.0390205,-3.39
346,-2.222888913,-2.061650029,-2.02,-1.987650517,-2.407710028,-2.277717471,-1.502779586,-3.477411892,-3.2498538,-2.760251,-4.469535,-5.195864,-3.4994087,-3.6804807,-3.0511048,-4.146331,-3.4102554,-3.3019505,-3.5158327,-3.493697,-2.3584056,-3.0588539,-2.696
347,-3.207880554,-3.26732907,-2.708,-3.112248604,-3.310000022,-3.184280207,-3.454935262,-4.559687732,-3.2808793,-2.8891416,-4.9355426,-3.8063264,-4.130016,-3.6378946,-3.8145037,-4.3337584,-3.878882,-3.8146715,-4.2628164,-4.245355,-1.6459886,-3.6464741,-4.1
348,-2.481152937,-2.148739974,-2.316,-2.716524926,-4.068799858,-2.500025938,-2.453043714,-2.257621317,-2.2414277,-1.8495634,-2.8447266,-2.328896,-1.728891,-2.1871626,-1.8448908,-2.5024176,-1.6341724,-1.432932,-1.2632405,-1.5446372,-2.1170447,-1.4046404,-1.6
349,-0.759378968,-0.824859998,-1.0879999,-1.855304778,-0.416399993,-0.821497085,-1.084331513,-3.136483179,-0.79021174,-0.86269253,-2.3206282,-1.530214,-0.5503592,-1.1582822,-0.5735842,-1.2963601,-0.68303,-0.4187088,-0.3622848,-1.2038709,-0.9941101,-1.0236119,-0.66
350,-0.925806798,-0.481799998,-1.244,-1.296515031,-0.160200004,-0.910801654,-0.692372842,-1.794641272,0.08461033,-0.44253612,0.058888078,-1.4948196,0.8062812,-0.16098556,0.67259413,0.3722288,0.611707,0.6942191,-0.128181,-0.14391688,0.3273426,0.78395134,0.43
351,-3.387494191,-4.242879938,-4.988,-3.958461173,-4.815699859,-3.414215397,-4.485304017,-4.213305291,-3.3842585,-2.9858303,-4.611033,-4.412885,-4.6517086,-3.641165,-3.9672675,-4.42909,-4.057909,-3.9290113,-3.349426,-3.9364517,-5.1562285,-3.8726873,-3.77
352,-2.295658225,-2.779120011,-1.148,-3.245175733,-2.140690043,-2.372726525,-3.108803743,-3.071567353,-2.029334,-1.5850663,-1.1059246,-3.656074,-1.7838303,-2.0068035,-1.47154,-2.104606,-1.5398121,-1.5884677,-1.6092091,-2.025039,-2.016395,-1.7294304,-1.9
353,-2.246710258,-1.87394001,-1.154,-1.811362577,-2.14200996,-2.165451587,-1.342697804,-3.072297763,-3.4387996,-3.1530461,-5.4943094,-5.750514,-4.393402,-4.555598,-3.931943,-4.3739777,-4.117613,-4.204446,-3.8697982,-5.4079103,-2.8875492,-3.625466,-4.43
354,-2.901718632,-2.795945019,-1.6960001,-3.039847133,-3.243160038,-2.967776397,-2.935095187,-2.411405893,-3.1382382,-3.1341972,-4.7971144,-3.4087176,-2.1652842,-2.6444771,-2.8403754,-2.888371,-2.4532871,-2.9445682,-2.9897943,-2.2472227,-1.3505405,-3.2002366,-3.37
355,-3.20315989,-3.52493997,-2.647,-3.493485284,-2.476399975,-3.229176407,-2.764463006,-3.214136316,-2.224288,-2.3462174,-3.3109703,-3.2859044,-2.0570164,-2.5097287,-2.4459476,-2.7035022,-2.6513271,-2.2294545,-1.9903061,-2.562793,-3.303573,-2.9083514,-2.39
356,0.141425987,-0.180083337,-0.46800002,-0.795753683,0.319999993,0.098213861,0.124695055,-1.693689357,-0.23820053,0.08408016,-0.44618392,-0.49310067,0.35877258,-0.5107223,-0.008460738,-0.008991912,-0.004107237,0.191051,-1.0848906,-0.37386838,-0.5712542,0.51890737,0.32
357,-2.75754148,-3.084979965,-3.3813999,-3.831980504,-3.669800003,-2.825165808,-3.696636786,-2.604609263,-3.4994957,-2.289708,-4.487131,-3.1509671,-3.4720497,-3.4026155,-3.0742993,-3.2612555,-3.1977477,-3.0068717,-3.7266214,-3.6881073,-2.9883368,-3.4254215,-3.924
358,-3.575247763,-4.40886995,-4.3532,-3.612718959,-5.620499988,-3.607707535,-4.03666382,-3.071567353,-5.196409,-4.4229293,-6.1638784,-6.14934,-6.112522,-5.8587914,-6.160803,-6.2704844,-6.3325577,-6.016077,-4.9452586,-5.8877954,-6.425141,-5.598493,-6.57
359,-3.161278525,-4.033980388,-3.454,-2.935532275,-3.982500076,-3.153023246,-3.669760716,-4.385039784,-1.6512618,-1.5737307,-2.7820826,-1.4629836,-1.1532326,-1.6892257,-1.3508775,-1.7452238,-1.5547302,-1.446079,-1.9018584,-1.6799955,-0.7074116,-2.5590618,-1.87
360,-5.267319303,-4.141489993,-4.222,-4.611746656,-5.469439979,-5.311587071,-4.877352689,-2.819999933,-4.4782577,-3.8734913,-6.102994,-5.6339145,-3.3359199,-4.8159075,-4.550516,-4.0920887,-3.9446247,-3.7734466,-4.298981,-4.6438093,-3.1776311,-3.827332,-4.328
